vote_choice,gender,race,age,ideology,party_id,pol_interest,church_attendance,discuss_politics,race_text,gender_text,age_text,ideology_text,party_id_text,church_attendance_text,pol_interest_text,discuss_politics_text,user_content,assistant_content
2,2,1,71,5,7,2,1,1,white,woman,71,slightly conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 71 years old. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,4,58,4,1,1,2,1,asian,woman,58,moderate,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 58 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,6,27,4,3,2,2,1,mixed race,man,27,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a man. I am 27 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,59,4,5,2,2,1,white,woman,59,moderate,an independent Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 59 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,58,2,1,2,2,1,white,woman,58,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 58 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,3,30,2,2,1,1,1,hispanic,woman,30,liberal,not a very strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 30 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,2,39,5,1,3,1,1,black,woman,39,slightly conservative,a strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 39 years old. Ideologically, I am slightly conservative. Politically, I am a strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,39,2,1,2,2,1,white,woman,39,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 39 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,40,3,4,3,2,2,white,man,40,slightly liberal,an independent,do not attend church,not very,I never discuss politics with my family or friends.,"Racially, I am white. I am a man. I am 40 years old. Ideologically, I am slightly liberal. Politically, I am an independent. I do not attend church. I am not very interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,33,6,7,2,2,1,white,man,33,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 33 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,33,1,1,1,2,1,white,woman,33,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 33 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,59,6,7,1,1,1,white,woman,59,conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 59 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,2,61,5,1,1,2,1,black,woman,61,slightly conservative,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 61 years old. Ideologically, I am slightly conservative. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,50,5,7,1,2,1,white,woman,50,slightly conservative,a strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 50 years old. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,80,4,2,1,1,1,white,woman,80,moderate,not a very strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,49,6,5,2,2,1,white,man,49,conservative,an independent Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,64,6,6,1,2,1,white,man,64,conservative,not a very strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 64 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,3,56,1,1,1,2,1,hispanic,woman,56,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 56 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,80,2,1,1,1,1,white,woman,80,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,3,32,4,3,2,1,1,hispanic,woman,32,moderate,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 32 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,67,5,7,2,2,1,white,man,67,slightly conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 67 years old. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,43,3,2,3,1,1,white,woman,43,slightly liberal,not a very strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,2,59,4,1,2,1,1,black,woman,59,moderate,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 59 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,62,2,1,2,1,1,white,woman,62,liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,32,4,2,2,2,1,white,woman,32,moderate,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,55,4,3,3,2,1,white,man,55,moderate,an independent Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 55 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,57,6,7,2,2,1,white,woman,57,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,5,43,5,5,1,2,1,native American,woman,43,slightly conservative,an independent Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am native American. I am a woman. I am 43 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,38,2,1,1,2,1,white,man,38,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 38 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,80,6,7,2,1,1,white,woman,80,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,61,2,1,2,1,1,white,woman,61,liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,63,4,6,2,2,1,white,man,63,moderate,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 63 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,41,2,2,3,1,1,white,woman,41,liberal,not a very strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 41 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,3,41,4,1,4,2,1,hispanic,man,41,moderate,a strong Democrat,do not attend church,not at all,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 41 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am not at all interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,65,5,6,3,1,1,white,man,65,slightly conservative,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,65,6,7,2,2,1,white,man,65,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,76,6,7,1,2,1,white,man,76,conservative,a strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 76 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,3,66,6,6,1,1,1,hispanic,man,66,conservative,not a very strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 66 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,48,2,2,3,2,1,white,woman,48,liberal,not a very strong Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,6,74,4,1,2,2,1,mixed race,man,74,moderate,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a man. I am 74 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,65,7,7,2,1,1,white,woman,65,extremely conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,76,6,7,2,1,1,white,woman,76,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,6,25,4,2,2,2,1,mixed race,man,25,moderate,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a man. I am 25 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,76,6,5,2,1,1,white,man,76,conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 76 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,68,2,7,3,1,1,white,woman,68,liberal,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am liberal. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,69,6,7,1,1,1,white,woman,69,conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,55,4,7,2,2,1,white,woman,55,moderate,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am moderate. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,3,22,4,2,2,1,1,hispanic,man,22,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 22 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,69,4,3,2,1,1,white,man,69,moderate,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,64,2,1,2,2,1,white,woman,64,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,56,4,2,2,1,1,white,woman,56,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 56 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,3,65,4,3,1,1,1,hispanic,man,65,moderate,an independent Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 65 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,71,2,3,2,2,1,white,man,71,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,76,4,4,2,1,1,white,woman,76,moderate,an independent,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,25,4,5,3,2,1,white,woman,25,moderate,an independent Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 25 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,76,6,5,2,1,1,white,man,76,conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 76 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,4,45,4,2,1,1,1,asian,man,45,moderate,not a very strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a man. I am 45 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,62,3,3,2,1,1,white,man,62,slightly liberal,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 62 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,31,4,6,3,1,1,white,woman,31,moderate,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 31 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,25,4,3,3,2,1,white,woman,25,moderate,an independent Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 25 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,42,3,6,2,2,1,white,man,42,slightly liberal,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 42 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,74,7,7,2,1,1,white,woman,74,extremely conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 74 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,3,28,4,3,2,2,2,hispanic,man,28,moderate,an independent Democrat,do not attend church,somewhat,I never discuss politics with my family or friends.,"Racially, I am hispanic. I am a man. I am 28 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,58,7,7,4,2,1,white,woman,58,extremely conservative,a strong Republican,do not attend church,not at all,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 58 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I do not attend church. I am not at all interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,49,5,6,2,2,1,white,man,49,slightly conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,3,51,3,1,2,1,1,hispanic,man,51,slightly liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 51 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,45,7,7,3,1,1,white,man,45,extremely conservative,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 45 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,3,46,3,3,2,1,1,hispanic,man,46,slightly liberal,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 46 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,4,34,3,3,2,1,1,asian,woman,34,slightly liberal,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 34 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,46,3,1,3,1,1,white,woman,46,slightly liberal,a strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,48,4,4,2,1,1,white,man,48,moderate,an independent,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,3,71,1,1,1,2,1,hispanic,man,71,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 71 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,34,5,6,3,2,1,white,woman,34,slightly conservative,not a very strong Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 34 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,60,2,1,3,2,1,white,woman,60,liberal,a strong Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,2,50,3,1,2,2,1,black,man,50,slightly liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a man. I am 50 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,4,66,6,7,2,2,1,asian,woman,66,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 66 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,43,4,2,2,1,1,white,woman,43,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,4,74,2,3,2,2,1,asian,man,74,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a man. I am 74 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,60,5,6,3,1,1,white,woman,60,slightly conservative,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,19,6,7,2,1,1,white,man,19,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 19 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,50,2,1,2,2,1,white,man,50,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 50 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,2,63,1,1,1,1,1,black,woman,63,extremely liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 63 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
