vote_choice,gender,race,age,ideology,pol_interest,church_attendance,race_text,gender_text,age_text,ideology_text,church_attendance_text,pol_interest_text,user_content,assistant_content
2,2,1,26,4,4,2,white,woman,26,moderate,do not attend church,not at all,"Racially, I am white. I am a woman. I am 26 years old. Ideologically, I am moderate. I do not attend church. I am not at all interested in politics. ",Donald Trump
1,2,1,80,4,2,1,white,woman,80,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,67,4,2,1,white,woman,67,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,2,64,3,1,2,black,man,64,slightly liberal,do not attend church,very,"Racially, I am black. I am a man. I am 64 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,65,7,2,1,white,woman,65,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,72,6,1,2,white,man,72,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 72 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,1,1,60,5,2,2,white,man,60,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,66,4,1,2,white,woman,66,moderate,do not attend church,very,"Racially, I am white. I am a woman. I am 66 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,34,2,2,2,white,woman,34,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 34 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,4,79,4,2,2,asian,man,79,moderate,do not attend church,somewhat,"Racially, I am asian. I am a man. I am 79 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,67,6,2,1,white,woman,67,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,40,1,2,2,white,woman,40,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 40 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,36,6,2,2,white,man,36,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 36 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,6,64,4,3,2,mixed race,man,64,moderate,do not attend church,not very,"Racially, I am mixed race. I am a man. I am 64 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,39,6,2,2,white,woman,39,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 39 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,61,2,2,1,white,woman,61,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,2,76,2,2,1,black,man,76,liberal,attend church,somewhat,"Racially, I am black. I am a man. I am 76 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,66,4,2,1,white,man,66,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 66 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,68,3,1,2,white,woman,68,slightly liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,48,4,3,2,white,woman,48,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,62,7,1,2,white,woman,62,extremely conservative,do not attend church,very,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am extremely conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,1,38,4,2,2,white,woman,38,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 38 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,28,1,2,2,white,woman,28,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,2,36,6,4,1,black,woman,36,conservative,attend church,not at all,"Racially, I am black. I am a woman. I am 36 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Kamala Harris
1,1,1,41,4,1,2,white,man,41,moderate,do not attend church,very,"Racially, I am white. I am a man. I am 41 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,40,6,2,1,white,man,40,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 40 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,42,5,1,1,white,man,42,slightly conservative,attend church,very,"Racially, I am white. I am a man. I am 42 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,80,4,3,1,white,woman,80,moderate,attend church,not very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Donald Trump
2,1,1,62,6,2,1,white,man,62,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 62 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,6,62,3,2,2,mixed race,man,62,slightly liberal,do not attend church,somewhat,"Racially, I am mixed race. I am a man. I am 62 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,3,46,4,2,1,hispanic,man,46,moderate,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 46 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,3,74,2,1,2,hispanic,woman,74,liberal,do not attend church,very,"Racially, I am hispanic. I am a woman. I am 74 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,66,4,2,2,white,woman,66,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 66 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,69,6,1,1,white,man,69,conservative,attend church,very,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,26,6,1,2,white,man,26,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 26 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,1,63,2,1,2,white,woman,63,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,25,1,1,1,white,woman,25,extremely liberal,attend church,very,"Racially, I am white. I am a woman. I am 25 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,80,5,2,2,white,woman,80,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,64,4,2,1,white,woman,64,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,80,2,1,1,white,woman,80,liberal,attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,4,21,5,4,1,asian,man,21,slightly conservative,attend church,not at all,"Racially, I am asian. I am a man. I am 21 years old. Ideologically, I am slightly conservative. I attend church. I am not at all interested in politics. ",Donald Trump
2,1,1,48,4,1,2,white,man,48,moderate,do not attend church,very,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Donald Trump
2,1,1,39,6,1,2,white,man,39,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 39 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,3,51,2,2,1,hispanic,woman,51,liberal,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 51 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,60,2,1,1,white,man,60,liberal,attend church,very,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,54,3,1,1,white,man,54,slightly liberal,attend church,very,"Racially, I am white. I am a man. I am 54 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,64,4,2,1,white,woman,64,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,68,2,1,1,white,man,68,liberal,attend church,very,"Racially, I am white. I am a man. I am 68 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,6,52,6,2,1,mixed race,man,52,conservative,attend church,somewhat,"Racially, I am mixed race. I am a man. I am 52 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,37,3,2,1,white,woman,37,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,42,2,1,2,white,man,42,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 42 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,46,3,1,2,white,man,46,slightly liberal,do not attend church,very,"Racially, I am white. I am a man. I am 46 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,78,6,2,2,white,woman,78,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 78 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,61,1,1,2,white,woman,61,extremely liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,3,20,4,2,1,hispanic,woman,20,moderate,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 20 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,2,29,3,2,2,black,woman,29,slightly liberal,do not attend church,somewhat,"Racially, I am black. I am a woman. I am 29 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,28,2,1,1,hispanic,man,28,liberal,attend church,very,"Racially, I am hispanic. I am a man. I am 28 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,69,6,2,2,white,man,69,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,62,6,1,2,white,woman,62,conservative,do not attend church,very,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,1,51,4,2,2,white,woman,51,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 51 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,69,5,2,1,white,man,69,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,65,5,3,1,black,woman,65,slightly conservative,attend church,not very,"Racially, I am black. I am a woman. I am 65 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Kamala Harris
2,1,1,18,7,2,2,white,man,18,extremely conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 18 years old. Ideologically, I am extremely conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,36,1,2,2,white,woman,36,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 36 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,74,3,1,2,white,man,74,slightly liberal,do not attend church,very,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,71,6,2,1,white,man,71,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,64,4,1,1,white,man,64,moderate,attend church,very,"Racially, I am white. I am a man. I am 64 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,55,6,3,2,white,woman,55,conservative,do not attend church,not very,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
1,1,1,75,3,3,2,white,man,75,slightly liberal,do not attend church,not very,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am slightly liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,39,2,2,2,white,woman,39,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 39 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,80,4,1,1,white,woman,80,moderate,attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,80,2,1,2,white,woman,80,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,32,2,2,1,white,woman,32,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,6,63,4,2,1,mixed race,woman,63,moderate,attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 63 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,71,3,1,1,black,woman,71,slightly liberal,attend church,very,"Racially, I am black. I am a woman. I am 71 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,27,2,2,1,white,woman,27,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 27 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,35,2,1,2,white,woman,35,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 35 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,75,3,2,1,white,man,75,slightly liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,64,7,1,1,white,woman,64,extremely conservative,attend church,very,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,2,53,5,1,1,black,woman,53,slightly conservative,attend church,very,"Racially, I am black. I am a woman. I am 53 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Kamala Harris
1,1,4,28,4,1,2,asian,man,28,moderate,do not attend church,very,"Racially, I am asian. I am a man. I am 28 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,6,80,3,2,1,mixed race,woman,80,slightly liberal,attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 80 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,30,4,2,1,white,man,30,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 30 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,39,2,2,2,white,man,39,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 39 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,60,6,3,2,white,man,60,conservative,do not attend church,not very,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
2,2,1,34,7,1,1,white,woman,34,extremely conservative,attend church,very,"Racially, I am white. I am a woman. I am 34 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
1,1,6,28,2,1,1,mixed race,man,28,liberal,attend church,very,"Racially, I am mixed race. I am a man. I am 28 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,71,5,1,1,white,man,71,slightly conservative,attend church,very,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,74,7,2,1,white,man,74,extremely conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,80,4,2,1,white,man,80,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,40,6,3,1,white,woman,40,conservative,attend church,not very,"Racially, I am white. I am a woman. I am 40 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,2,1,40,2,2,1,white,woman,40,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 40 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,18,4,3,2,white,man,18,moderate,do not attend church,not very,"Racially, I am white. I am a man. I am 18 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Donald Trump
1,1,4,34,1,1,2,asian,man,34,extremely liberal,do not attend church,very,"Racially, I am asian. I am a man. I am 34 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,34,2,2,2,white,man,34,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 34 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,33,1,2,2,white,man,33,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 33 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,55,4,2,2,white,woman,55,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,68,5,3,1,white,man,68,slightly conservative,attend church,not very,"Racially, I am white. I am a man. I am 68 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,4,31,6,2,1,asian,man,31,conservative,attend church,somewhat,"Racially, I am asian. I am a man. I am 31 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,18,1,3,2,white,woman,18,extremely liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 18 years old. Ideologically, I am extremely liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,1,1,74,6,2,2,white,man,74,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,72,3,1,1,white,man,72,slightly liberal,attend church,very,"Racially, I am white. I am a man. I am 72 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,78,2,1,1,white,woman,78,liberal,attend church,very,"Racially, I am white. I am a woman. I am 78 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,73,7,1,1,white,man,73,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,48,5,4,1,white,man,48,slightly conservative,attend church,not at all,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am slightly conservative. I attend church. I am not at all interested in politics. ",Donald Trump
2,2,1,23,4,3,2,white,woman,23,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 23 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Donald Trump
1,2,4,73,4,1,1,asian,woman,73,moderate,attend church,very,"Racially, I am asian. I am a woman. I am 73 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
1,2,3,33,1,1,1,hispanic,woman,33,extremely liberal,attend church,very,"Racially, I am hispanic. I am a woman. I am 33 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,54,6,2,2,white,man,54,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 54 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,59,4,3,1,black,woman,59,moderate,attend church,not very,"Racially, I am black. I am a woman. I am 59 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,57,6,2,1,white,woman,57,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,42,1,1,1,white,woman,42,extremely liberal,attend church,very,"Racially, I am white. I am a woman. I am 42 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,4,24,4,2,2,asian,man,24,moderate,do not attend church,somewhat,"Racially, I am asian. I am a man. I am 24 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,73,7,2,1,white,man,73,extremely conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,68,2,2,1,white,woman,68,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,46,2,2,2,white,woman,46,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,45,7,2,1,white,woman,45,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,41,1,1,2,white,man,41,extremely liberal,do not attend church,very,"Racially, I am white. I am a man. I am 41 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,56,1,3,2,white,man,56,extremely liberal,do not attend church,not very,"Racially, I am white. I am a man. I am 56 years old. Ideologically, I am extremely liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,80,6,3,2,white,man,80,conservative,do not attend church,not very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,3,68,6,2,1,hispanic,woman,68,conservative,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 68 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,44,6,2,1,white,man,44,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 44 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,69,3,2,1,white,woman,69,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,34,6,3,1,white,man,34,conservative,attend church,not very,"Racially, I am white. I am a man. I am 34 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,1,1,80,6,2,2,white,man,80,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,47,4,2,2,white,woman,47,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 47 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,32,2,2,2,white,man,32,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 32 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,37,2,1,1,white,man,37,liberal,attend church,very,"Racially, I am white. I am a man. I am 37 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,2,55,4,3,1,black,man,55,moderate,attend church,not very,"Racially, I am black. I am a man. I am 55 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,2,36,2,1,1,black,woman,36,liberal,attend church,very,"Racially, I am black. I am a woman. I am 36 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,58,4,2,2,white,woman,58,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 58 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,53,1,1,2,white,man,53,extremely liberal,do not attend church,very,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,3,74,4,2,2,hispanic,man,74,moderate,do not attend church,somewhat,"Racially, I am hispanic. I am a man. I am 74 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,74,6,1,1,white,man,74,conservative,attend church,very,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,3,37,5,2,1,hispanic,woman,37,slightly conservative,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 37 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,58,1,2,1,white,woman,58,extremely liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 58 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,38,6,2,1,white,woman,38,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 38 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,4,34,1,2,2,asian,woman,34,extremely liberal,do not attend church,somewhat,"Racially, I am asian. I am a woman. I am 34 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,76,4,2,2,white,woman,76,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,66,5,1,1,white,man,66,slightly conservative,attend church,very,"Racially, I am white. I am a man. I am 66 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,1,61,4,3,1,white,woman,61,moderate,attend church,not very,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,71,4,2,2,white,man,71,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,2,57,3,3,1,black,woman,57,slightly liberal,attend church,not very,"Racially, I am black. I am a woman. I am 57 years old. Ideologically, I am slightly liberal. I attend church. I am not very interested in politics. ",Kamala Harris
